realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat,weekend,city,id
185.79975694119844,Private room,False,True,2.0,True,0,0,10.0,98.0,1,3.582221524356481,0.1747075935793285,105.06361340458744,16.013858475281985,148.94076823105078,31.511339150171008,13.42344,52.4915,True,Berlin,10193
387.4918201364868,Entire home/apt,False,False,6.0,False,0,1,10.0,93.0,2,6.082132067432248,0.4809558874098264,52.877460911528814,8.059614057900893,66.88491977140818,14.150815898030444,13.503,52.50899999999999,True,Berlin,10194
194.9144619986912,Private room,False,True,5.0,False,0,1,9.0,86.0,1,3.5253975104764623,0.5119276963204191,75.33976155246434,11.48333128822291,106.443167553486,22.52013866205578,13.468,52.519,True,Berlin,10195
171.77713377582498,Private room,False,True,2.0,False,0,0,9.0,91.0,1,3.801739004322215,0.2813846178256992,73.6689084143958,11.228658858644716,105.43898986797096,22.30768518816064,13.47096,52.51527,True,Berlin,10196
207.7685332336169,Private room,False,True,3.0,True,0,0,10.0,97.0,1,0.9824047093695342,0.7055787574609499,133.18739518941882,20.30050203053152,198.2332410086481,41.9401280284173,13.42281,52.53139,True,Berlin,10197
162.42871833224268,Private room,False,True,2.0,False,0,0,10.0,99.0,1,8.869690231965182,2.187176671012937,39.86017492281111,6.075511581310319,50.99635074914056,10.789277663617089,13.5244,52.47841999999999,True,Berlin,10198
521.8752921379826,Private room,False,True,3.0,False,0,0,10.0,96.0,1,1.269741130297569,0.1382716335566297,129.42006242702513,19.726282929062545,169.0008210916268,35.75543656263612,13.43282,52.51778,True,Berlin,10199
155.41740674955594,Private room,False,True,2.0,False,0,0,10.0,98.0,1,3.1117203260635224,0.479056047152726,88.81558796343738,13.537324768837072,160.6964804258752,33.99849050787218,13.458620000000002,52.51229,True,Berlin,10200
171.77713377582498,Private room,False,True,2.0,False,0,1,9.0,78.0,1,2.5490725325781343,0.0614678948425775,411.5287716333885,62.72546026059269,309.6509924750648,65.51273743218545,13.384,52.512,True,Berlin,10201
147.2375432364214,Private room,False,True,2.0,True,0,0,10.0,96.0,1,3.731462167357594,0.9366709190147854,95.33342128624992,14.530776802464157,126.47578391641429,26.75843134561598,13.43842,52.49265,True,Berlin,10202
202.86061512573616,Entire home/apt,False,False,3.0,True,1,0,10.0,97.0,1,13.620549532544755,5.514003265471689,26.96359773362446,4.109807611774398,35.688353225568896,7.550570710481602,13.58363,52.45568000000001,True,Berlin,10203
301.48639805552955,Entire home/apt,False,False,4.0,False,0,0,9.0,94.0,1,2.1647781448193,0.2647017402329134,154.92324068998067,23.613492536066463,198.52493305845377,42.00184119948525,13.41468,52.504,True,Berlin,10204
375.5725904459194,Entire home/apt,False,False,2.0,False,0,0,10.0,100.0,1,6.998036822179256,0.1979618232795192,93.64721786569524,14.273764673694938,193.0109655647085,40.83525328791436,13.32388,52.49587,True,Berlin,10205
577.4983640272973,Entire home/apt,False,False,3.0,False,0,0,10.0,80.0,2,10.609102857473598,1.0051542151400925,49.39802038420792,7.529275662217612,71.97811881521204,15.22838199584765,13.286079999999998,52.47096,True,Berlin,10206
157.52080022436195,Shared room,True,False,6.0,False,0,1,9.0,92.0,1,0.932756521659752,0.352399265130946,149.6510421972708,22.80990090448296,194.4144448856596,41.13218685014854,13.425820000000002,52.517230000000005,True,Berlin,10207
127.60587080489856,Private room,False,True,2.0,True,1,0,10.0,98.0,1,2.4852507803733954,0.993394605323087,88.23460346702429,13.44877076616762,120.83334454317458,25.564662689551216,13.453120000000002,52.52474,True,Berlin,10208
237.68346265308028,Private room,False,True,2.0,True,0,0,10.0,99.0,1,4.028526317926541,0.4524229970191429,152.8808718685025,23.30219346494531,178.24220381694926,37.710632233591824,13.38199,52.49399,True,Berlin,10209
323.6888847340376,Entire home/apt,False,False,5.0,False,0,1,9.0,86.0,1,3.093522920611632,0.3032110154612474,85.21381896404239,12.988340994646313,135.54300328911964,28.67677934526564,13.46,52.515,True,Berlin,10210
143.73188744507806,Private room,False,True,2.0,False,0,0,9.0,91.0,1,4.362707009851071,0.2356246531969105,171.95530539853038,26.2095299742063,187.26034151977336,39.61859604384825,13.365379999999998,52.4997,True,Berlin,10211
179.72328690286994,Private room,False,True,2.0,True,1,0,9.0,97.0,1,2.310794909124295,0.7414336348964897,93.37967382301316,14.232985451502028,132.91312020851092,28.120376026935755,13.45057,52.5224,True,Berlin,10212
153.08030288866036,Private room,False,True,4.0,False,0,1,9.0,87.0,1,3.093517298791223,0.3032179727418722,85.21397809574202,12.988365249594668,135.54433497721425,28.67706108998664,13.46,52.515,True,Berlin,10213
185.79975694119844,Private room,False,True,2.0,False,0,0,10.0,100.0,1,2.7483763996358737,0.3326579475340789,125.83786364121715,19.18028205847236,177.81261358936453,37.61974399984764,13.42295,52.499030000000005,True,Berlin,10214
171.77713377582498,Private room,False,True,4.0,False,0,1,9.0,88.0,1,3.5925954646327947,0.4551574526572682,74.46591732756893,11.350139431466282,104.27494289472364,22.0614082325871,13.469,52.519,True,Berlin,10215
117.322613816958,Private room,False,True,2.0,True,0,0,10.0,98.0,1,9.09068526462863,0.3690595282818644,57.48907558959726,8.762519111363453,86.32034008317795,18.262760050354352,13.323379999999998,52.46475,True,Berlin,10216
160.0916144713471,Private room,False,True,2.0,False,1,0,9.0,95.0,1,1.826946082184329,0.4090505986047377,108.41080915055404,16.524040042696406,142.16516031950178,30.07782647674241,13.44293,52.52012,True,Berlin,10217
